FedKrum_DECS_12.0_309
4.8024156926666075
4.855278667837971
3.3207838886938683
2.201335238291035
2.861078074674983
2.1137075302754282
2.6986390467383163
1.9456954182705193
1.5272382770351822
1.5521839820278898
2.9108855484250844
1.5780413601923067
2.1377404817887373
1.5722719795842925
2.1340085177742627
2.1624928955403075
1.5665837165232515
1.52608747154619
1.8471754477177296
1.4313557729724238
1.4457116152577516
1.4622540171475111
1.8564530287612124
2.001891191173356
2.0978359120943475
1.440436707606513
1.447945427255424
1.8939257671027714
1.448192617080327
1.8929922011437095
1.4514345308994043
1.456814785434477
1.4623554648781092
1.859326149587027
1.4536671465517819
1.4607873475484396
1.4669454881933592
1.8528441112995566
1.9675121401831759
1.4628008957026908
1.4660753615660156
1.8653429966128736
1.9760838958400122
2.046693228869885
2.110996526807922
1.4644593834905668
1.4655578467922576
1.888512818260518
2.001648425821491
1.470395198508785
1.9009945265295514
1.472697784286921
1.8970276123948437
1.476492897355313
1.8951758367427454
2.0085060092119456
1.4877331029636034
1.4874364510147196
1.894107804508331
1.4915358368177198
1.9007962385245112
2.0088872070700496
2.0797133739278073
1.5099332735373738
1.928698190666781
1.517120062905478
1.5154895494633458
1.9158193113308293
1.5225604328172404
1.5235243143994799
1.912492049369918
2.015936800471922
2.0826783316121555
2.135546028235537
2.1805710781460625
1.5494093976308454
1.549031954347463
1.9541043661648667
2.058408470012005
1.5617349168290129
1.5604327761205403
1.9573805656246193
2.0585521854883626
1.5725075740726904
1.9691774948320575
1.5825257681479103
1.9713033623026852
1.591190587855919
1.589804403113051
1.9679988341909753
1.5987743212196988
1.5970431855066745
1.5983138264055932
1.9626849333978589
2.056150172669432
2.1173345793922342
1.6149812951994869
1.6139694768111983
1.9840098763157876
2.0769690577792486
2.138185685961244
