FedBulyan_Random_12.0_309
2.2891349705298576
3.0760235380106056
2.1790767601266694
4.227746561664161
2.138534882978524
2.0894987770908062
3.4723403037761167
2.061059015387883
2.023676900359193
2.0025859733195026
3.487490734662638
2.3020783717900013
2.252781295166179
2.2210118276194586
2.209637711081403
2.213667521850932
2.9565295070890687
3.1961386631529547
1.9430353339827717
2.129471037284956
2.136878775148525
1.7732896871230324
1.7190991463899898
2.8031838170463956
3.110473974653992
1.8447703291177193
2.044509965663435
1.769316027291366
1.754204655848874
1.7633490625826629
2.8236323420923988
2.0491827820471817
2.0340689836475274
2.0796902776768347
2.1121560759228952
2.8591253666273406
2.1348890584791005
2.8870385307324504
1.8232610387307449
1.7820773467704223
2.775521720788664
1.8520572783995173
2.7878546430384636
2.9635504597001927
2.0660268279296305
1.772756619611427
2.0593489481927167
1.760915024740159
2.8048318946511084
2.0790762520339956
2.114606016070085
1.768339214253306
1.9536478488650935
1.5585393762333266
2.055503849645206
2.098789279304156
1.6793998141241606
1.6673493452971315
1.9241431000778655
1.9858184611523813
3.343414863539043
1.6066021544552593
1.9874966015395223
2.729791927865968
1.6067480373860201
1.6237948683048742
1.6324440285143462
1.638782140787666
1.8373772428234876
1.8997788163805707
2.558930922066526
1.2903864814338168
1.166320936110641
1.2058876058628838
1.2375387842105756
1.735540061314598
1.4064748316757627
1.7785196727923902
1.8151111690750683
1.4541395248376585
1.8310866199373517
1.4787918779334979
1.4594714098560049
1.4590300152748614
1.8566948073117746
1.8847911874823464
1.7154274968192638
1.3596858304857113
1.3689461395307727
1.3793677725840832
1.3893964832976071
1.398976797740421
1.8648542821037999
1.8890859242352842
2.58367148139691
2.8398992540661285
1.6474399753310713
2.612119369314274
2.8010211724814083
1.9152506662900184
1.5043959186928864
